id,question
702,"Is Dr. Arthur K. Mark based in Ocean, USA?"
702,How can I find more information about Dr. Arthur K. Mark's practice online?
703,What type of hip joint prosthesis does Dr. David C. Markel use for his surgeries?
703,Can you provide the complete operational report after my surgery with Dr. Markel?
703,Has Dr. Markel reported any complications from his patients?
703,"What is the address of Dr. Markel's practice in Southfield, MI?"
703,Are there any patient-reported outcomes associated with Dr. Markel's surgeries?
704,What type of hip replacement prosthesis does Dr. Gregory Michael Martin use?
704,Can you provide the address and contact information for Dr. Gregory Michael Martin's practice?
704,Are there any patient-reported complications with Dr. Gregory Michael Martin's surgeries?
704,What city and country is Dr. Gregory Michael Martin located in?
704,Does Dr. Gregory Michael Martin offer services for foreign patients?
705,What type of hip prosthesis does Dr. Sidney N. Martin use for hip replacement surgery?
705,Can you provide information about the average outcomes reported by patients after surgery with Dr. Martin?
705,"What is the address of Dr. Sidney N. Martin's practice in Flint, USA?"
705,Does Dr. Martin offer services for foreign patients seeking hip surgery?
705,"What are the contact details for Dr. Martin's office, including phone number?"
706,What type of hip prosthesis does Dr. Scott E. Marwin use for hip resurfacing operations?
706,Are there any reported positive outcomes from patients treated by Dr. Marwin?
706,What is the address of Dr. Marwin's practice in New York?
706,What is Dr. Marwin's contact number for inquiries?
706,Does Dr. Marwin have a website where I can find more information?
707,What type of hip replacement prosthesis does Dr. Michael A. Masini use?
707,Where is Dr. Michael A. Masini's practice located?
707,Can you provide the contact number for Dr. Michael A. Masini's office?
707,What are the patient-reported outcomes for Dr. Michael A. Masini's surgeries?
707,Is there a website where I can find more information about Dr. Michael A. Masini?
708,What type of hip replacement prosthesis does Dr. J. Bohannon Mason use?
708,Can you tell me about the average outcomes reported by patients after surgery with Dr. Mason?
708,Where is Dr. J. Bohannon Mason's practice located?
708,What contact methods are available to reach Dr. Mason at OrthoCarolina Hip and Knee Center?
708,Is there information available about complications patients have experienced with Dr. Mason's surgeries?
709,What type of hip replacement prosthesis does Dr. John L. Masonis use?
709,Where is Dr. John L. Masonis's practice located in Charlotte?
709,Can you tell me about the patient-reported outcomes after treatment with Dr. Masonis?
709,What is the contact phone number for Dr. Masonis's office?
709,Does Dr. Masonis provide follow-up reports after surgery?
710,What type of hip resurfacing prosthesis does Dr. Thomas J. Mathews use?
710,Where is Dr. Thomas J. Mathews's practice located?
710,Can you provide the contact phone number for Dr. Thomas J. Mathews's office?
710,What is the average size and location for hip resurfacing procedures performed by Dr. Mathews?
710,Does Dr. Mathews offer any patient-reported outcomes or indicate any complications from his surgeries?
711,What type of hip replacement prosthesis does Dr. Vasilios Mathews use?
711,What is the location of Dr. Mathews' practice?
711,How can I contact Dr. Mathews' office for an appointment?
711,Does Dr. Mathews offer services to foreign patients?
711,What are the patient-reported outcomes for surgeries performed by Dr. Mathews?
712,What type of hip replacement prosthesis does Dr. James Mathis use?
712,Can you provide information about patient-reported outcomes from Dr. Mathis's surgeries?
712,Where is Dr. Mathis's practice located?
712,How can I contact Dr. Mathis's office for an appointment?
712,Does Dr. Mathis perform surgeries for foreign patients?
713,What type of hip resurfacing prosthesis does Dr. Ken B. Mathis use in his procedures?
713,Can you share the patient-reported outcomes for Dr. Ken B. Mathis's surgeries?
713,"What is the exact address of Dr. Ken B. Mathis's practice in Houston, TX?"
713,Does Dr. Ken B. Mathis perform hip surgeries for foreign patients?
713,What is the contact number for scheduling an appointment with Dr. Ken B. Mathis?
714,"What is Dr. Joel M. Matta's experience with hip replacements, and how many has he performed?"
714,Can you confirm the specific location and suite number of Dr. Matta's practice in Santa Monica?
714,"What techniques does Dr. Matta use for hip surgery, and how does he administer anesthesia?"
714,Have there been any reported complications from patients who have been operated on by Dr. Matta?
714,How can I contact Dr. Matta's office for more information about my procedure options?
715,What type of hip replacement prosthesis does Dr. Thomas D. Matthews use for his surgeries?
715,How many successful hip replacements has Dr. Matthews performed?
715,What city does Dr. Thomas D. Matthews practice in?
715,Can you provide the address of Dr. Matthews' clinic?
715,Does Dr. Matthews have a record of positive patient outcomes?
716,"What type of hip replacement prosthesis do you primarily use, Dr. Richard A. Matza?"
716,Can you provide information on your experience with hip surgeries at your clinic in Waterbury?
716,Have any of your patients reported complications after their procedures?
716,What is the address of your practice at the Arthritis Center of Connecticut?
716,Is there a reliable way to contact your office for an appointment or consultation?
717,What is Dr. David J. Mayman's specialization in orthopedic surgery?
717,Where is Dr. David J. Mayman's practice located?
717,What type of hip replacement prosthesis does Dr. Mayman use?
717,Are there any reported complications from patients treated by Dr. Mayman?
717,How can I contact Dr. David J. Mayman's office for an appointment?
718,What is Dr. David B. Mayo's surgical specialty?
718,Can you provide information about the types of hip prosthesis Dr. Mayo uses for hip resurfacing?
718,What city and country is Dr. Mayo's practice located in?
718,How can I contact Dr. Mayo's office for an appointment?
718,Does Dr. Mayo have a history of positive patient outcomes according to reports?
719,What type of hip replacement prosthesis does Dr. Craig McAllister use in his surgeries?
719,Can you provide the address of Dr. Craig McAllister's practice in Kirkland?
719,Is there any information on patient-reported outcomes for the surgeries performed by Dr. Craig McAllister?
719,What is the phone number to contact Dr. Craig McAllister at Evergreen Orthopedic Center?
719,Does Dr. Craig McAllister have any reported complications from his surgeries?
720,What is the specific type of hip prosthesis that Dr. Owen M. McCarthy uses for hip replacement surgeries?
720,Does Dr. Owen M. McCarthy report any patient-reported complications after surgeries?
720,Which city and country is Dr. Owen M. McCarthy located in for his practice?
720,Can you provide the contact phone number for scheduling an appointment with Dr. Owen M. McCarthy?
720,Is there any information available on the operational techniques used by Dr. Owen M. McCarthy during surgeries?
721,What type of hip replacement prosthesis does Dr. Russell C. McKissick use for his surgeries?
721,In which city and state does Dr. McKissick practice as an orthopedic surgeon?
721,Can you provide the contact number for Dr. McKissick's office?
721,What kind of outcomes have patients reported after surgeries performed by Dr. McKissick?
721,Is there any information available on the operational techniques utilized by Dr. McKissick?
722,What type of hip replacement prosthesis does Dr. J. Thomas McClure use?
722,Can you provide the address of Dr. McClure's practice in Nashville?
722,Are there any reported complications from patients who have undergone surgery with Dr. McClure?
722,What is Dr. McClure's average size and location for hip replacements?
722,Is there a way to contact Dr. McClure's office by phone or fax?
723,What type of hip replacement prosthesis does Dr. Blane McCoy use in his surgeries?
723,In which city and country is Dr. Blane McCoy's practice located?
723,Can you provide the address of Dr. Blane McCoy's clinic?
723,What is Dr. Blane McCoy's contact phone number?
723,Are there any patient-reported positive outcomes associated with Dr. Blane McCoy's surgeries?
724,What type of hip replacement prosthesis does Dr. Kenneth McCulloch use?
724,What city is Dr. Kenneth McCulloch's practice located in?
724,Are there any patient-reported positive outcomes from Dr. Kenneth McCulloch's surgeries?
724,What is the address of Dr. Kenneth McCulloch's office?
724,What is the contact phone number for Dr. Kenneth McCulloch?
725,What type of hip replacement prosthesis does Dr. Robert McGann use?
725,Where is Dr. Robert McGann's practice located?
725,What is Dr. Robert McGann's average patient-reported outcome?
725,What city does Dr. Robert McGann practice in?
